trip_id,branch,driver_id,s_filename,s_relative_path,v_filename,v_relative_path,raw_s_rows,raw_v_rows,synced_rows,validated_rows,omitted_rows,flag_ok_count,measured_rate_hz,duration_s,has_stationary_segment,stationary_segment_count,total_stationary_duration_s,has_real_outages_for_trip,has_real_outages_in_dataset,has_real_outages,outage_windows_json,extreme_accel_count,extreme_gyro_count,extreme_motion_count,dropout_count,nan_or_nonfinite_count,cached_npz_path,non_monotonic_count,duplicate_count,invalid_timestamp_count,sync_mode,sync_status,sync_clock_origin_offset_s,sync_clock_drift_s,sync_overlap_duration_s,sync_valid_interpolated_count,sync_out_of_bounds_count,sync_gap_violation_count,sync_valid_coverage_ratio
Vtb5,Categorised IOVNB Dataset,Driver E,S-Vtb5.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/S-Vtb5.csv,V-vtb5.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/V-vtb5.csv,64388,64388,64388,64388,0,64388,10.0,6438.7,True,29,438.5,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vtb5.npz,0,0,0,relative_elapsed,PASSED,58008.787,0.001,6438.7,64387,1,0,1.0
Vtb6,Categorised IOVNB Dataset,Driver E,S-Vtb6.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/S-Vtb6.csv,V-vtb6.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/V-vtb6.csv,498,498,498,498,0,498,10.0,49.7,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vtb6.npz,0,0,0,relative_elapsed,PASSED,57981.986,0.0,49.7,498,0,0,1.0
Vtb7,Categorised IOVNB Dataset,Driver E,S-Vtb7.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/S-Vtb7.csv,V-vtb7.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/V-vtb7.csv,461,461,461,461,0,461,10.0,46.0,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vtb7.npz,0,0,0,relative_elapsed,PASSED,57982.287,0.001,46.0,460,1,0,0.9978
Vtb8,Categorised IOVNB Dataset,Driver E,S-Vtb8.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/S-Vtb8.csv,V-vtb8.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/V-vtb8.csv,668,668,668,668,0,668,10.0,66.7,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vtb8.npz,0,0,0,relative_elapsed,PASSED,57982.086,0.0,66.7,668,0,0,1.0
Vtb9,Categorised IOVNB Dataset,Driver E,S-Vtb9.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/S-Vtb9.csv,V-vtb9.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/V-vtb9.csv,452,452,452,452,0,452,10.0,45.1,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vtb9.npz,0,0,0,relative_elapsed,PASSED,57982.085,-0.001,45.1,452,0,0,1.0
Vw1,Categorised IOVNB Dataset,Driver E,S-Vw1.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/S-Vw1.csv,V-Vw1.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/V-Vw1.csv,20476,20475,20476,20476,0,20476,10.0,2047.4,True,3,2047.5,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw1.npz,0,0,0,relative_elapsed,PASSED,34575.381,0.1,2047.4,20475,1,0,1.0
Vw10,Categorised IOVNB Dataset,Driver E,S-Vw10.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/S-Vw10.csv,V-Vw10.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/V-Vw10.csv,652,652,652,652,0,652,10.0,65.1,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw10.npz,0,0,0,relative_elapsed,PASSED,44124.09,0.0,65.1,652,0,0,1.0
Vw11,Categorised IOVNB Dataset,Driver E,S-Vw11.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/S-Vw11.csv,V-Vw11.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/V-Vw11.csv,4909,4909,4909,4909,0,4909,10.0,490.8,True,4,94.7,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw11.npz,0,0,0,relative_elapsed,PASSED,44122.09,0.0,490.8,4909,0,0,1.0
Vw12,Categorised IOVNB Dataset,Driver E,S-Vw12.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/S-Vw12.csv,V-Vw12.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/V-Vw12.csv,918,918,918,918,0,918,10.0,91.7,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw12.npz,0,0,0,relative_elapsed,PASSED,58636.195,0.0,91.7,918,0,0,1.0
Vw13,Categorised IOVNB Dataset,Driver E,S-Vw13.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/S-Vw13.csv,V-Vw13.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/V-Vw13.csv,284,284,284,284,0,284,10.0,28.3,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw13.npz,0,0,0,relative_elapsed,PASSED,58824.69,0.0,28.3,284,0,0,1.0
Vw14a,Categorised IOVNB Dataset,Driver E,S-Vw14a.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/S-Vw14a.csv,V-Vw14a.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/V-Vw14a.csv,3138,3138,3138,3138,0,3138,10.0,313.7,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw14a.npz,0,0,0,relative_elapsed,PASSED,58870.092,0.0,313.7,3138,0,0,1.0
Vw14b,Categorised IOVNB Dataset,Driver E,S-Vw14b.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/S-Vw14b.csv,V-Vw14b.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/V-Vw14b.csv,19588,19588,19588,19588,0,19588,10.0,1958.7,True,6,33.7,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw14b.npz,0,0,0,relative_elapsed,PASSED,58871.093,0.001,1958.7,19587,1,0,0.9999
Vw14c,Categorised IOVNB Dataset,Driver E,S-Vw14c.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/S-Vw14c.csv,V-Vw14c.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/V-Vw14c.csv,15826,15826,15826,15826,0,15826,10.0,1582.5,True,34,555.1,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw14c.npz,0,0,0,relative_elapsed,PASSED,58872.992,0.0,1582.5,15826,0,0,1.0
Vw15,Categorised IOVNB Dataset,Driver E,S-Vw15.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/S-Vw15.csv,V-Vw15.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/V-Vw15.csv,1380,1391,1380,1380,0,1380,10.0,137.9,True,2,137.7,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw15.npz,0,0,0,relative_elapsed,PASSED,62986.888,-1.1,137.9,1380,0,0,1.0
Vw16a,Categorised IOVNB Dataset,Driver E,S-Vw16a.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/S-Vw16a.csv,V-Vw16a.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/V-Vw16a.csv,5879,5879,5879,5879,0,5879,10.0,587.8,True,6,84.1,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw16a.npz,0,0,0,relative_elapsed,PASSED,63143.79,-0.001,587.8,5879,0,0,1.0
Vw16b,Categorised IOVNB Dataset,Driver E,S-Vw16b.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/S-Vw16b.csv,V-Vw16b.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/V-Vw16b.csv,1126,1126,1126,1126,0,1126,10.0,112.5,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw16b.npz,0,0,0,relative_elapsed,PASSED,63133.791,0.001,112.5,1125,1,0,0.9991
Vw17,Categorised IOVNB Dataset,Driver E,S-Vw17.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/S-Vw17.csv,V-Vw17.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/V-Vw17.csv,329,329,329,329,0,329,10.0,32.8,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw17.npz,0,0,0,relative_elapsed,PASSED,63131.991,0.001,32.8,328,1,0,0.997
Vw2,Categorised IOVNB Dataset,Driver E,S-Vw2.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/S-Vw2.csv,V-Vw2.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/V-Vw2.csv,52713,52712,52713,52713,0,52713,10.0,5271.1,True,19,358.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw2.npz,0,0,0,relative_elapsed,PASSED,36944.789,0.099,5271.1,52712,1,0,1.0
Vw3,Categorised IOVNB Dataset,Driver E,S-Vw3.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/S-Vw3.csv,V-Vw3.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/V-Vw3.csv,3861,3861,3861,3861,0,3861,10.0,386.0,True,1,34.9,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw3.npz,0,0,0,relative_elapsed,PASSED,36946.69,0.001,386.0,3860,1,0,0.9997
Vw4,Categorised IOVNB Dataset,Driver E,S-Vw4.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,V-Vw4.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/V-Vw4.csv,126526,126527,126526,126526,0,126526,10.0,12652.5,True,59,1173.71,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw4.npz,0,0,0,relative_elapsed,PASSED,44123.29,-0.1,12652.5,126526,0,0,1.0
Vw5,Categorised IOVNB Dataset,Driver E,S-Vw5.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/S-Vw5.csv,V-Vw5.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/V-Vw5.csv,1012,1012,1012,1012,0,1012,10.0,101.1,True,1,6.2,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw5.npz,0,0,0,relative_elapsed,PASSED,44120.791,0.001,101.1,1011,1,0,0.999
Vw6,Categorised IOVNB Dataset,Driver E,S-Vw6.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/S-Vw6.csv,V-Vw6.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/V-Vw6.csv,1281,1281,1281,1281,0,1281,10.0,128.0,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw6.npz,0,0,0,relative_elapsed,PASSED,44124.89,0.0,128.0,1281,0,0,1.0
Vw7,Categorised IOVNB Dataset,Driver E,S-Vw7.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/S-Vw7.csv,V-Vw7.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/V-Vw7.csv,1602,1602,1602,1602,0,1602,10.0,160.1,True,1,6.4,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw7.npz,0,0,0,relative_elapsed,PASSED,44291.39,-0.001,160.1,1602,0,0,1.0
Vw8,Categorised IOVNB Dataset,Driver E,S-Vw8.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/S-Vw8.csv,V-Vw8.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/V-Vw8.csv,1529,1529,1529,1529,0,1529,10.0,152.8,True,1,5.7,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw8.npz,0,0,0,relative_elapsed,PASSED,44284.59,0.0,152.8,1529,0,0,1.0
Vw9,Categorised IOVNB Dataset,Driver E,S-Vw9.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/S-Vw9.csv,V-Vw9.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/V-Vw9.csv,552,553,552,552,0,552,10.0,55.1,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Categorised_Vw9.npz,0,0,0,relative_elapsed,PASSED,44123.091,-0.099,55.1,552,0,0,1.0
Y1,Categorised IOVNB Dataset,Driver D,S-Y1.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,V-Y1.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/V-Y1.csv,70285,70285,70285,70282,3,70278,10.0,7028.3,True,100,1393.69,False,False,False,[],0,4,4,0,0,data/cache/iovnbd/Categorised_Y1.npz,3,0,0,relative_elapsed,FAILED: Clock drift (-638.51s) exceeds threshold (120.00s),61959.852,-638.505,7028.3,67746,0,2539,0.9639
M,Uncategorised IOVNB Dataset,Driver B,S-M.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,V-M.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-M.csv,105974,105974,105974,105973,1,105967,10.0,10597.4,True,132,1854.71,False,False,False,[],3,3,5,1,0,data/cache/iovnbd/Uncategorised_M.npz,1,0,0,relative_elapsed,PASSED,29604.173,1.165,10597.4,105962,12,0,0.9999
S1,Uncategorised IOVNB Dataset,Driver A,S-S1.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,V-S1.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S1.csv,51746,51746,51746,51746,0,51746,10.0,5174.5,True,112,1233.1,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_S1.npz,0,0,0,relative_elapsed,PASSED,32866.078,-0.001,5174.5,51746,0,0,1.0
S2,Uncategorised IOVNB Dataset,Driver A,S-S2.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,V-S2.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S2.csv,93876,93876,93876,93875,1,93873,10.0,9387.5,True,128,2160.81,False,False,False,[],1,2,2,0,0,data/cache/iovnbd/Uncategorised_S2.npz,1,0,0,relative_elapsed,PASSED,39824.389,0.0,9387.5,93876,0,0,1.0
S3a,Uncategorised IOVNB Dataset,Driver A,S-S3a.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,V-S3a.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3a.csv,24621,24621,24621,24621,0,24621,10.0,2462.0,True,19,330.8,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_S3a.npz,0,0,0,relative_elapsed,PASSED,66086.679,0.0,2462.0,24621,0,0,1.0
S3b,Uncategorised IOVNB Dataset,Driver A,S-S3b.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,V-S3b.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3b.csv,6813,6813,6813,6812,1,6808,10.0,681.2,True,17,137.5,False,False,False,[],2,3,4,0,0,data/cache/iovnbd/Uncategorised_S3b.npz,1,0,0,relative_elapsed,PASSED,66079.48,0.0,681.2,6813,0,0,1.0
S3c,Uncategorised IOVNB Dataset,Driver A,S-S3c.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,V-S3c.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3c.csv,37183,37183,37183,37183,0,37183,10.0,3718.2,True,61,692.7,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_S3c.npz,0,0,0,relative_elapsed,PASSED,68791.392,-0.001,3718.2,37183,0,0,1.0
S4,Uncategorised IOVNB Dataset,Driver A,S-S4.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,V-S4.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S4.csv,94600,94600,94600,94598,2,94596,10.0,9459.9,True,126,2244.09,False,False,False,[],1,2,2,0,0,data/cache/iovnbd/Uncategorised_S4.npz,2,0,0,relative_elapsed,PASSED,62164.971,-0.001,9459.9,94600,0,0,1.0
Vfa01,Uncategorised IOVNB Dataset,Driver E,S-Vfa01.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,V-Vfa01.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vfa01.csv,11486,11535,11486,11486,0,11486,10.0,1148.5,True,6,85.2,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vfa01.npz,0,0,0,relative_elapsed,PASSED,33619.393,-4.9,1148.5,11486,0,0,1.0
Vfa02,Uncategorised IOVNB Dataset,Driver E,S-Vfa02.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,V-Vfa02.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vfa02.csv,67523,67755,67523,67523,0,67523,10.0,6752.2,True,13,156.71,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vfa02.npz,0,0,0,relative_elapsed,PASSED,35829.862,-23.199,6752.2,67523,0,0,1.0
Vta10,Uncategorised IOVNB Dataset,Driver E,S-Vta10.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,V-vta10.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta10.csv,1502,1502,1502,1502,0,1502,10.0,150.1,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vta10.npz,0,0,0,relative_elapsed,PASSED,42353.388,0.0,150.1,1502,0,0,1.0
Vta11,Uncategorised IOVNB Dataset,Driver E,S-Vta11.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta11.csv,V-vta11.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta11.csv,510,510,510,510,0,510,10.0,50.9,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vta11.npz,0,0,0,relative_elapsed,PASSED,42353.388,0.0,50.9,510,0,0,1.0
Vta12,Uncategorised IOVNB Dataset,Driver E,S-Vta12.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta12.csv,V-vta12.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta12.csv,610,610,610,610,0,610,10.0,60.9,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vta12.npz,0,0,0,relative_elapsed,PASSED,42353.588,0.0,60.9,610,0,0,1.0
Vta13,Uncategorised IOVNB Dataset,Driver E,S-Vta13.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta13.csv,V-vta13.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta13.csv,404,404,404,404,0,404,10.0,40.3,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vta13.npz,0,0,0,relative_elapsed,PASSED,42353.489,0.001,40.3,403,1,0,0.9975
Vta14,Uncategorised IOVNB Dataset,Driver E,S-Vta14.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta14.csv,V-vta14.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta14.csv,2885,2885,2885,2885,0,2885,10.0,288.4,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vta14.npz,0,0,0,relative_elapsed,PASSED,42353.188,0.0,288.4,2885,0,0,1.0
Vta15,Uncategorised IOVNB Dataset,Driver E,S-Vta15.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta15.csv,V-vta15.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta15.csv,833,833,833,833,0,833,10.0,83.2,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vta15.npz,0,0,0,relative_elapsed,PASSED,42350.888,0.0,83.2,833,0,0,1.0
Vta16,Uncategorised IOVNB Dataset,Driver E,S-Vta16.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta16.csv,V-vta16.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta16.csv,11335,11335,11335,11335,0,11335,10.0,1133.4,True,6,93.9,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vta16.npz,0,0,0,relative_elapsed,PASSED,42352.088,0.0,1133.4,11335,0,0,1.0
Vta17,Uncategorised IOVNB Dataset,Driver E,S-Vta17.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta17.csv,V-vta17.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta17.csv,4519,4519,4519,4519,0,4518,10.0,451.8,True,6,62.3,False,False,False,[],0,0,0,1,0,data/cache/iovnbd/Uncategorised_Vta17.npz,0,0,0,relative_elapsed,PASSED,42353.389,1.186,451.8,4507,12,0,0.9973
Vta19,Uncategorised IOVNB Dataset,Driver E,S-Vta19.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta19.csv,V-vta19.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta19.csv,292,292,292,292,0,292,10.0,29.1,True,1,7.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vta19.npz,0,0,0,relative_elapsed,PASSED,42353.404,0.001,29.1,291,1,0,0.9966
Vta1a,Uncategorised IOVNB Dataset,Driver E,S-Vta1a.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1a.csv,V-Vta1a.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vta1a.csv,25676,25676,25676,25676,0,25676,10.0,2567.5,True,3,52.5,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vta1a.npz,0,0,0,relative_elapsed,PASSED,38520.98,-0.001,2567.5,25676,0,0,1.0
Vta1b,Uncategorised IOVNB Dataset,Driver E,S-Vta1b.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1b.csv,V-Vta1b.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vta1b.csv,954,953,954,954,0,954,10.0,95.2,False,0,0.0,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vta1b.npz,0,0,0,relative_elapsed,PASSED,38506.88,0.1,95.2,953,1,0,0.999
Vta2,Uncategorised IOVNB Dataset,Driver E,S-Vta2.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta2.csv,V-vta2.csv,data/raw/io_vnbd/Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta2.csv,10991,10991,10991,10991,0,10991,10.0,1099.0,True,10,135.3,False,False,False,[],0,0,0,0,0,data/cache/iovnbd/Uncategorised_Vta2.npz,0,0,0,relative_elapsed,PASSED,38506.378,-0.002,1099.0,10991,0,0,1.0
